13,39000,124.98
13,41432,108.32
13,76447,66.65
13,43126,20.82
13,98997,70.82
13,38189,66.65
13,11124,29.15
13,83849,116.65
13,62974,99.98
13,18039,108.32
13,96390,70.82
13,49157,34.98
13,73067,25.82
13,25122,22.48
13,66315,108.32
13,42654,41.65
13,35670,141.65
13,36009,174.98
13,39588,174.98
13,93848,120.82
13,59252,58.32
13,40147,224.98
13,21118,99.15
13,17686,46.65
13,20966,466.65
13,12513,91.65
13,35570,133.32
13,49949,19.98
13,39186,58.32
13,81520,41.65
13,76474,24.15
13,20512,49.98
13,89681,249.98
13,43746,124.98
13,25626,133.32
13,44573,104.15
13,50022,8.32
13,47611,8.32
13,19396,366.65
13,92404,66.65
13,55427,133.32
13,67245,54.15
13,50914,49.15
13,89034,33.32
13,69452,133.32
13,31418,158.32
13,71486,62.48
13,87478,291.65
13,49385,45.82
13,83378,191.65
13,81719,19.98
13,69614,74.98
13,73057,191.65
13,78601,249.98
13,53988,116.65
13,71281,158.32
13,64155,183.32
13,98100,39.98
13,62433,20.82
13,56794,183.32
13,71471,49.15
13,40990,58.32
13,17567,29.15
13,84815,166.65
13,42125,141.65
13,43352,183.32
13,69038,95.82
13,93917,28.32
13,81413,14.15
13,66246,224.98
13,36554,24.15
13,46044,54.15
13,90536,46.65
13,39073,224.98
13,62326,114.98
13,18881,62.48
13,58750,333.32
13,71676,99.98
13,22849,15.82
13,87149,458.32
13,81106,99.15
13,57399,541.65
13,82591,149.98
13,79153,124.98
13,59083,466.65
13,27597,158.32
13,43503,66.65
13,99403,416.65
13,56159,124.98
13,15763,208.32
13,24012,83.32
13,19483,799.98
13,68768,99.98
13,90110,224.98
13,93868,62.48
13,40280,499.98
13,91019,749.98
13,26206,291.65
13,17631,45.82
13,68553,141.65
13,88890,183.32
13,77199,133.32
13,67660,5745.83
13,66956,208.32
13,91003,241.65
13,28323,266.65
13,98031,291.65
13,55228,324.98
13,77178,233.32
13,11070,149.98
13,59607,149.98
13,48539,116.65
13,77887,91.65
13,86274,708.32
13,92085,124.98
13,37437,283.32
13,34059,583.32
13,30331,124.98
13,51454,366.65
13,42571,541.65
13,86595,183.32
13,99408,41.65
13,21124,108.32
13,30116,191.65
13,46024,383.32
13,51105,74.98
13,48372,224.98
13,67969,158.32
13,69638,404.98
13,48011,70.82
13,13004,316.65
13,92080,54.15
13,20169,266.65
13,17902,91.65
13,85865,558.32
13,46464,224.98
13,98043,24.15
13,97913,28.32
13,97785,333.32
13,97696,208.32
13,97499,5245.83
13,96463,333.32
13,96210,74.98
13,94495,108.32
13,92977,433.32
13,91718,64.61
13,90080,399.98
13,89714,1749.15
13,87833,262.48
13,87756,383.32
13,87278,54.15
13,87069,383.32
13,86749,458.32
13,86746,724.98
13,86402,547.48
13,84685,708.32
13,84623,158.32
13,84041,9.98
13,83475,17.48
13,83412,26.65
13,82751,9.38
13,82312,195.82
13,81896,158.32
13,81467,274.98
13,81383,391.65
13,80827,74.98
13,79895,54.15
13,79201,58.32
13,79027,374.98
13,78739,299.98
13,78581,74.98
13,77578,249.98
13,77056,174.98
13,76519,66.65
13,75761,149.98
13,74889,199.98
13,71990,749.98
