13,98100,39.98
13,84815,166.65
13,42125,141.65
13,66246,224.98
13,81106,99.15
13,57399,541.65
13,93103,41.65
13,32457,133.32
13,27597,158.32
13,15763,208.32
13,90110,224.98
13,26206,291.65
13,98031,291.65
13,30331,124.98
13,99408,41.65
13,30116,191.65
13,67969,158.32
13,13004,316.65
13,92080,54.15
13,97785,333.32
13,96210,74.98
13,92977,433.32
13,91718,64.61
13,90080,399.98
13,87833,262.48
13,87278,54.15
13,81896,158.32
13,81467,274.98
13,81383,391.65
13,80827,74.98
13,78581,74.98
13,77056,174.98
13,66579,41.65
13,65955,333.32
13,65894,292.48
13,62909,374.98
13,60610,524.98
13,60601,416.65
13,59145,66.65
13,58718,43.74
13,58377,48.73
13,54379,158.32
13,54001,74.98
13,49830,66.65
13,39072,116.65
13,37150,133.32
13,31277,119.98
13,29885,24.99
13,28033,324.98
13,24096,74.98
13,18812,322.5
13,17600,191.65
13,16315,112.5
13,15802,33.32
13,15002,137.48
13,14795,19.49
13,13327,124.98
13,12411,60.41
13,10059,91.65
13,57455,108.32
13,66424,116.65
13,21125,199.98
13,31166,9.98
13,80396,9.98
13,80391,149.98
13,14173,283.32
13,99355,408.32
13,23471,774.98
13,75773,408.32
13,54083,174.98
13,83641,274.98
13,69973,274.98
13,94711,141.65
13,68352,111.65
13,47139,274.98
13,39319,774.98
13,20126,191.65
13,51168,233.32
13,23213,233.32
13,62183,74.98
13,19032,46.65
13,65380,166.65
13,56986,283.32
13,60079,166.65
13,98325,108.32
13,30404,291.65
13,71577,166.65
13,10969,166.65
13,39083,124.98
13,10620,66.65
13,79467,191.65
13,25037,120.82
13,71488,208.32
13,16923,483.32
13,28052,83.32
13,69823,58.32
13,74117,233.32
13,15223,91.65
13,19850,241.65
13,97452,124.98
13,21165,24.98
13,17425,49.98
13,45009,45.82
13,66424,116.65
13,68789,66.65
13,23806,58.32
13,20464,116.65
13,93923,91.65
13,69229,108.32
13,41365,49.98
13,61573,333.32
13,75523,91.65
13,63647,216.65
13,16704,208.32
13,63110,83.32
13,48357,333.32
13,78870,133.32
13,30986,166.65
13,93076,91.65
13,60545,158.32
13,88353,316.65
13,29387,224.98
13,67971,112.48
13,47968,29.15
13,55282,58.32
13,41436,133.32
13,96727,333.32
13,45598,174.98
13,86336,166.65
13,77635,208.32
13,24345,116.65
13,31858,116.65
13,43682,191.65
13,30433,183.32
13,59507,41.65
13,56832,233.32
13,95966,224.98
13,70479,391.65
13,39193,149.98
13,88575,158.32
13,90984,233.32
13,37350,324.98
13,63826,99.98
13,18634,216.65
13,68476,70.82
13,85344,149.98
13,80155,166.65
13,18894,191.65
13,28592,224.98
13,50102,58.32
13,38376,174.98
13,45098,95.82
13,36307,133.32
13,45504,183.32
13,99355,408.32
13,16201,166.65
13,28283,283.32
13,87083,224.98
13,53487,149.98
13,67829,208.32
13,50151,158.32
13,48166,399.98
13,13879,391.65
13,89310,79.15
13,97261,54.15
13,69038,95.82
13,73907,116.65
13,20905,108.32
13,58330,208.32
13,13352,99.98
13,72572,249.98
13,28007,66.65
13,23471,774.98
13,75773,408.32
13,85667,324.98
13,54923,149.98
13,67684,391.65
13,65589,366.65
13,83911,824.98
13,21012,191.65
13,29468,91.65
13,35626,158.32
13,13059,69.15
13,18085,549.98
13,29613,374.98
13,47478,358.32
13,27693,333.32
13,37475,233.32
13,22095,205
13,70148,433.32
13,54218,233.32
13,39411,308.32
13,79046,449.98
13,12417,87.48
13,99236,266.65
13,21201,33.32
13,83641,274.98
13,66114,95.82
13,12260,291.65
13,71921,191.65
13,39575,74.98
13,67467,80.82
13,32129,1120.83
13,57868,266.65
13,69973,274.98
13,99784,83.29
13,98761,208.32
13,97646,833.32
13,97174,164.98
13,94711,141.65
13,93920,67.48
13,93332,416.65
13,91867,41.65
13,90000,35.82
13,89586,156.24
13,89253,66.65
13,89165,216.65
13,88208,166.65
13,87113,449.98
13,86331,124.98
13,85823,566.65
13,83914,26.23
13,82621,4.15
13,82599,524.98
13,81941,220.82
13,81878,374.98
13,81141,341.66
13,79711,328.94
13,79300,37.48
13,77091,549.98
13,75932,616.65
13,75214,283.32
13,74219,333.32
13,73711,152.87
13,73419,166.65
13,71807,516.65
13,70136,716.65
13,70093,533.32
13,68641,99.98
13,67886,249.98
13,67795,187.48
13,67691,88
13,66629,90.54
13,66457,166.65
13,65629,499.98
13,65297,390
13,64637,241.65
13,64586,691.65
13,64570,249.98
13,64416,74.98
13,63686,83.32
13,62614,258.32
13,62510,99.98
13,61879,333.32
13,61700,63.37
13,61601,99.98
13,61428,259.98
13,61176,124.98
13,60671,191.65
13,60366,158.32
13,59768,649.98
13,59008,91.62
13,58179,244.47
13,58087,74.98
13,57708,4.15
13,56101,145.82
13,56059,64.98
13,55703,45.82
13,55331,41.65
13,54765,1037.5
13,52073,58.32
13,51572,166.67
13,51138,716.65
13,49517,191.65
13,49028,491.65
13,48759,258.32
13,48435,286.65
13,47356,62.48
13,47150,466.65
13,44757,223.3
13,44549,27.48
13,44346,59.98
13,43936,112.49
13,43875,45.82
13,42922,467.37
13,42261,108.32
13,41206,97.5
13,40275,54.15
13,39858,49.98
13,39739,108.32
13,39728,349.98
13,39691,95.82
13,39351,58.32
13,39319,774.98
13,39055,433.32
13,38747,224.98
13,38254,74.98
13,38056,741.65
13,37612,224.99
13,35932,624.98
13,35802,666.65
13,35563,641.65
13,34267,62.48
13,33285,158.32
13,32089,119.98
13,31939,187.48
13,30566,224.98
13,30439,90.54
13,30193,124.17
13,30032,266.65
13,28048,233.32
13,26925,49.98
13,26170,83.32
13,24634,433.67
13,22971,349.98
13,22044,474.98
13,21312,346.32
13,21000,104.15
13,20882,119.98
13,20658,149.98
13,18151,174.98
13,17440,82.48
13,16953,108.32
13,16595,291.65
13,16098,83.32
13,15560,74.99
13,12755,141.65
13,12000,270
13,11479,499.98
13,11104,209.17
13,29987,133.32
13,83788,49.98
13,25734,91.65
13,59025,24.98
13,54984,37.48
13,72261,41.65
13,53194,99.98
13,25474,54.15
13,60096,95.82
13,58562,124.98
13,83392,116.65
13,41897,120.82
13,16223,74.98
13,92165,133.32
13,87134,116.65
13,29217,124.98
13,70927,141.65
13,59059,74.98
13,19521,74.98
13,73068,74.98
13,14314,49.98
13,76447,66.65
13,28075,40.82
13,41638,116.65
13,37234,174.98
13,67316,174.98
13,14374,124.98
13,94253,112.48
13,92573,58.32
13,71232,99.98
13,92114,116.65
13,82190,149.98
13,40098,9.15
13,26201,91.65
13,15929,108.32
13,82977,158.32
13,92239,116.65
13,94928,58.32
13,28512,91.65
13,44591,66.65
13,18601,120.82
13,59714,58.32
13,48689,49.98
13,83984,116.65
13,79940,149.98
13,36662,658.32
13,24884,83.32
13,98642,116.65
13,30555,174.98
13,60467,99.98
13,45936,166.65
13,49520,54.15
13,67989,99.98
13,95524,41.65
13,29054,54.15
13,59252,58.32
13,40147,224.98
13,49447,66.65
13,51554,149.98
13,11247,79.15
13,42869,266.65
13,51896,41.65
13,39186,58.32
13,39491,141.65
13,47537,124.98
13,79303,116.65
13,98147,183.32
13,57295,166.65
13,56811,108.32
13,75273,191.65
13,28201,149.98
13,20512,49.98
13,22901,166.65
13,28213,141.65
13,10296,120.82
13,61667,166.65
13,72613,91.65
13,15557,79.15
13,24487,199.98
13,80575,174.98
13,32468,158.32
13,45866,62.48
13,21797,91.65
13,67245,54.15
13,59539,83.32
13,89034,33.32
13,35368,108.32
13,63357,870.83
13,74997,199.98
13,50008,91.65
13,47020,91.65
13,11215,174.98
13,29651,374.98
13,49385,45.82
13,67599,558.32
13,90019,83.32
13,71281,158.32
13,83814,95.82
13,64155,183.32
13,30172,49.98
13,62671,241.65
13,40231,116.65
13,87243,133.32
13,13082,149.98
13,87004,199.98
13,92513,558.32
13,56314,349.98
13,16101,224.98
13,95036,166.65
13,14268,66.65
13,73574,224.98
13,70694,183.32
13,81788,313.32
13,49542,141.65
13,72578,174.98
13,48076,116.65
13,32526,374.98
13,98523,233.32
13,71286,449.98
13,98062,74.98
13,39073,224.98
13,51269,141.65
13,85868,104.15
13,33078,824.98
13,84410,658.32
13,13666,49.98
13,77315,274.98
13,84683,249.98
13,30345,19.98
13,66899,99.98
13,77682,499.98
13,82591,149.98
13,71293,216.65
13,63769,283.32
13,68471,308.32
13,69510,164.98
13,58768,158.32
13,26191,70.82
13,16488,166.65
13,85393,74.98
13,70435,249.98
13,26791,333.32
13,90573,66.65
13,81605,124.98
13,46997,633.32
13,10510,70.82
13,53200,124.98
13,68824,183.32
13,40111,333.32
13,18428,224.98
13,43503,66.65
13,22515,491.65
13,62468,62.48
13,74711,499.98
13,68340,162.48
13,84225,45.82
13,70106,699.98
13,54633,54.15
13,90376,1120.83
13,42944,191.65
13,90481,666.65
13,46385,291.65
13,57886,91.65
13,28138,174.98
